Tipo;Bairro;Quartos;Vagas;Suites;Area;Condominio;Valor Bruto;Tipos agregado
Galpão/Depósito/Armazém;São Cristóvão;0;0;0;2272;;;Apartamento
Apartamento;Flamengo;1;0;0;77;811.0;2609.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;84;1950.0;6330.0;Apartamento
Casa de Condomínio;Vargem Pequena;2;1;2;90;;;casa
Apartamento;Leblon;3;1;2;129;1266.0;11550.0;Apartamento
Apartamento;Botafogo;3;1;1;102;1310.0;6681.0;Apartamento
Apartamento;Leblon;3;2;1;180;3900.0;9385.0;Apartamento
Apartamento;Irajá;2;1;0;55;350.0;;Apartamento
Apartamento;São Cristóvão;2;1;1;56;512.0;1962.0;Apartamento
Quitinete;Catete;0;0;0;22;399.0;;Apartamento
Conjunto Comercial/Sala;Taquara;0;1;0;21;372.0;;Apartamento
Apartamento;Gávea;4;4;4;600;5663.0;14252.0;Apartamento
Apartamento;Catete;1;1;0;35;520.0;3045.0;Apartamento
Apartamento;Urca;3;1;0;110;1452.0;7315.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;125;1350.0;5570.0;Apartamento
Apartamento;Leblon;4;2;4;160;2710.0;13364.0;Apartamento
Apartamento;Laranjeiras;2;1;0;80;719.0;3112.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;181;1265.0;4872.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;1078.0;3747.0;Apartamento
Galpão/Depósito/Armazém;Anil;0;3;0;493;2600.0;22060.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1000.0;;Apartamento
Casa;Campo Grande;2;1;1;70;;;casa
Conjunto Comercial/Sala;Del Castilho;0;1;0;27;534.0;1179.0;Apartamento
Casa;Campo Grande;3;1;0;80;;;casa
Apartamento;Barra da Tijuca;3;2;1;150;2600.0;21600.0;Apartamento
Loja/Salão;Centro;0;0;0;2031;;;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;70;720.0;6970.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;810.0;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;31;539.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;90;877.0;3842.0;Apartamento
Apartamento;Ilha do Governador;3;2;1;120;515.0;3338.0;Apartamento
Casa de Vila;Riachuelo;2;0;0;100;150.0;1700.0;casa
Apartamento;Copacabana;2;0;0;60;525.0;2851.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;30;541.0;1342.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;89;908.0;2768.0;Apartamento
Apartamento;Barra da Tijuca;4;4;2;247;2700.0;28700.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;679;1100.0;;Apartamento
Apartamento;Ipanema;3;1;1;150;2300.0;8400.0;Apartamento
Apartamento;Praça Seca;2;1;0;48;277.0;940.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;70.0;2070.0;Apartamento
Apartamento;Copacabana;3;1;1;100;761.0;3856.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;230;3900.0;18418.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;66;350.0;;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;32;1754.0;4964.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;81;600.0;3345.0;Apartamento
Apartamento;Anil;2;1;0;49;490.0;1454.0;Apartamento
Apartamento;Méier;2;1;0;60;600.0;1605.0;Apartamento
Apartamento;Copacabana;1;0;0;35;335.0;;Apartamento
Apartamento;Tijuca;3;1;0;77;762.0;2953.0;Apartamento
Galpão/Depósito/Armazém;Bangu;0;0;0;1000;;;Apartamento
Apartamento;Maria da Graça;2;0;0;60;300.0;;Apartamento
Apartamento;Barra da Tijuca;4;3;3;179;2000.0;14464.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;577;12115.0;42750.0;Apartamento
Apartamento;Catete;2;1;0;71;725.0;3034.0;Apartamento
Loja/Salão;Leme;0;0;0;2;;;Apartamento
Apartamento;Leblon;4;2;2;180;2850.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;26;1100.0;3255.0;Apartamento
Apartamento;Leblon;2;1;0;76;1100.0;5500.0;Apartamento
Apartamento;Higienópolis;1;0;0;30;;;Apartamento
Apartamento;Centro;1;0;0;35;460.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;70;1200.0;2720.0;Apartamento
Apartamento;Copacabana;2;0;0;64;880.0;3033.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;23;320.0;1076.0;Apartamento
Casa;Jardim Botânico;4;3;3;500;;;casa
Apartamento;Copacabana;4;1;0;200;2000.0;8058.0;Apartamento
Conjunto Comercial/Sala;Glória;0;1;0;33;460.0;1445.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;225;5840.0;30340.0;Apartamento
Apartamento;Anil;2;1;0;50;450.0;;Apartamento
Apartamento;Flamengo;1;0;0;44;486.0;2343.0;Apartamento
Apartamento;Flamengo;4;1;1;290;1800.0;11460.0;Apartamento
Apartamento;Botafogo;2;1;1;65;1500.0;6650.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;703;15030.0;70299.0;Apartamento
Apartamento;Glória;1;0;0;42;450.0;2000.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;86;1250.0;6947.0;Apartamento
Apartamento;Tijuca;3;0;0;61;467.0;2329.0;Apartamento
Apartamento;Tijuca;3;0;0;110;680.0;2265.0;Apartamento
Apartamento;Flamengo;1;0;0;42;610.0;;Apartamento
Apartamento;Botafogo;1;1;0;90;1030.0;4980.0;Apartamento
Loja/Salão;Centro;0;0;0;70;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1100.0;;Apartamento
Loja/Salão;Catete;0;0;0;60;730.0;9050.0;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;1500;;;Apartamento
Prédio Inteiro;Laranjeiras;27;6;0;671;;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;240;9383.0;29025.0;Apartamento
Apartamento;Irajá;2;0;0;43;120.0;;Apartamento
Apartamento;Copacabana;1;0;0;40;;;Apartamento
Apartamento;Copacabana;2;1;1;93;867.0;4113.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;430.0;1549.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;135;875.0;4455.0;Apartamento
Galpão/Depósito/Armazém;Santo Cristo;0;0;0;1200;;;Apartamento
Apartamento;Campo Grande;2;1;0;50;75.0;;Apartamento
Quitinete;Catete;1;0;0;24;450.0;1674.0;Apartamento
Quitinete;Copacabana;1;0;0;25;490.0;1546.0;Apartamento
Apartamento;Barra da Tijuca;3;2;0;105;1176.0;4768.0;Apartamento
Apartamento;Ipanema;3;2;1;163;3400.0;11020.0;Apartamento
Apartamento;Flamengo;2;1;0;90;750.0;3950.0;Apartamento
Apartamento;Ipanema;2;1;2;85;1300.0;5961.0;Apartamento
Apartamento;Flamengo;4;2;1;125;1400.0;10217.0;Apartamento
Apartamento;Jardim Guanabara;3;2;1;200;560.0;2705.0;Apartamento
Apartamento;Ipanema;4;2;1;257;2800.0;11480.0;Apartamento
Apartamento;Leme;2;0;0;77;630.0;4923.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;321;5950.0;25379.0;Apartamento
Apartamento;Flamengo;2;0;0;68;720.0;2780.0;Apartamento
Sítio;Vargem Pequena;3;10;1;28120;;;Apartamento
Apartamento;Botafogo;2;0;0;62;779.0;3099.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;725.0;2361.0;Apartamento
Loja/Salão;Centro;0;0;0;433;2000.0;29400.0;Apartamento
Conjunto Comercial/Sala;Centro;0;6;0;1299;19486.0;127312.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;115;4121.0;8672.0;Apartamento
Apartamento;Flamengo;1;1;0;50;490.0;3016.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;450.0;1350.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;40;430.0;;Apartamento
Apartamento;Copacabana;3;1;1;150;;;Apartamento
Loja Shopping/ Ct Comercial;Vicente de Carvalho;0;0;0;35;;;Apartamento
Apartamento;Ipanema;4;2;1;200;3600.0;14602.0;Apartamento
Apartamento;Lagoa;2;1;1;70;1554.0;4387.0;Apartamento
Apartamento;Copacabana;2;1;0;80;850.0;3770.0;Apartamento
Conjunto Comercial/Sala;Centro;0;18;0;3722;10.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;5;4;5;360;750.0;18450.0;Apartamento
Apartamento;Glória;2;0;0;90;800.0;3031.0;Apartamento
Conjunto Comercial/Sala;Centro;0;38;0;5902;133680.0;501728.0;Apartamento
Casa de Vila;Quintino Bocaiúva;2;1;0;60;;;casa
Apartamento;Copacabana;2;0;1;86;600.0;6220.0;Apartamento
Apartamento;Tijuca;2;1;0;75;500.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;23;365.0;1081.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;1;0;90;1750.0;10403.0;Apartamento
Loja/Salão;Freguesia (Jacarepaguá);0;1;0;70;1464.0;5024.0;Apartamento
Apartamento;Botafogo;2;0;1;82;830.0;;Apartamento
