TagName,obs
MCLC_A09_C00_VAV08.SPVazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV08.Temp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV08.Vazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV08.VazaoMax,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV08.VazaoMin,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV09.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV09.Damper,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV09.SPTemp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV09.SPVazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV09.Temp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV09.Vazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV09.VazaoMax,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV09.VazaoMin,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV10.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV10.Damper,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV10.SPTemp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A10_C00_VAV06.confiabilidade,controladora offline e nÆo integrada
MCLC_A09_C00_VAV12.Damper,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV12.VazaoMax,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV12.SPVazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV12.VazaoMin,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV13.Damper,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV13.SPVazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV13.Temp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV13.Vazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV13.VazaoMax,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV12.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV12.Vazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_E_ACom_QCAG_M01.consumo,pontos nÆo estao sendo mais integrados
MCLC_E_ACom_QCAG_M01.correnteTrifasica,pontos nÆo estao sendo mais integrados
MCLC_E_ACom_QCAG_M01.fPotTrifasico,pontos nÆo estao sendo mais integrados
MCLC_E_ACom_QCAG_M01.frequencia,pontos nÆo estao sendo mais integrados
MCLC_A09_C00_VAV13.VazaoMin,valores zerados no supervisorio e referencia perdida no coletor
MCLC_D_ACom_QDNEAdm_M02.correnteTrifasica,ponto removido da estrutura
MCLC_D_ACom_QDNEAdm_M02.fPotTrifasico,ponto removido da estrutura
MCLC_D_ACom_QDNEAdm_M02.frequencia,ponto removido da estrutura
MCLC_D_ACom_QDNEAdm_M02.potenciaAparenteTrifasica,ponto removido da estrutura
MCLC_D_ACom_QDNEAdm_M02.potenciaAtivaTrifasica,ponto removido da estrutura
MCLC_D_ACom_QDNEAdm_M02.potenciaReativaTrifasica,ponto removido da estrutura
MCLC_Disp12.contador,ponto dpto
MCLC_A09_C00_VAV17.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV17.SPVazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV17.Temp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV17.Vazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV17.VazaoMin,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV18.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV15.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV15.SPVazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV15.Temp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV16.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV16.Damper,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV16.SPVazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV16.Temp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV16.Vazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV16.VazaoMax,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV16.VazaoMin,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV17.Damper,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV17.VazaoMax,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV13.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV14.confiabilidade,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV14.Damper,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV14.SPVazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV14.Temp,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV14.Vazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV14.VazaoMax,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV14.VazaoMin,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV15.Damper,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV15.Vazao,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV15.VazaoMax,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A09_C00_VAV15.VazaoMin,valores zerados no supervisorio e referencia perdida no coletor
MCLC_A03_C00_VAV17.Damper,
MCLC_A03_C00_VAV17.SPTemp,
MCLC_A03_C00_VAV17.VazaoMax,
MCLC_A03_C00_VAV17.Temp,
MCLC_A03_C00_VAV17.Vazao,
MCLC_A03_C00_VAV17.VazaoMin,
MCLC_A03_C00_VAV10.Damper,
MCLC_A03_C00_VAV10.SPTemp,
MCLC_A03_C00_VAV10.VazaoMax,
MCLC_A03_C00_VAV10.VazaoMin,
MCLC_A03_C00_VAV10.Temp,
MCLC_A03_C00_VAV10.Vazao,
MCLC_A03_C00_VAV19.SPTemp,
MCLC_A07_C00_VAV21.VazaoMin,
MCLC_A06_C00_VAV06.VazaoMax,
MCLC_A06_C00_VAV01.SPVazao,
MCLC_Disp02_Control34.estado01,
MCLC_A07_C00_VAV18.confiabilidade,
MCLC_E_ACom_QCAG_M01.confiabilidade,
MCLC_E_ACom_QCAG_M01.potenciaAparenteTrifasica,
MCLC_E_ACom_QCAG_M01.potenciaAtivaTrifasica,
MCLC_E_ACom_QCAG_M01.potenciaReativaTrifasica,
MCLC_G_ACom_RDieSup01.nvBaixo,
MCLC_G_APriv_RDieInf01.nvBaixo,
MCLC_G_APriv_RDieSup01.nvBaixo,
MCLC_Pri_RExp01.nvAlto,
MCLC_SDAI_A01_Z02.estado,
MCLC_SDAI_A03_Z04.estado,
MCLC_SDAI_A13_Z14.estado,
MCLC_SDAI_A14_Z15.estado,
MCLC_SDAI_Painel01.alarmeIncendio,
MCLC_SDAI_Painel01.estado,
MCLC_SDAI_S02_Z18.estado,
MCLC_SDAI_S03_Z19.estado,
MCLC_SDAI_S04_Z20.estado,
MCLC_SDAI_T00_Z01.estado,
